,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,study_name,player_id
53,40,0,32,40,40,104,91,55,93,57,48,87,45,4,83,82,28,82,81,81,beerGameOULnoSg,uzuf51h4
54,40,0,32,40,40,104,91,55,93,37,28,47,85,44,3,82,75,21,78,81,beerGameOULnoSg,5gbdurhq
55,40,0,32,40,40,104,91,55,93,57,8,87,85,4,39,82,46,82,81,81,beerGameOULnoSg,fi23cgq2
56,40,0,32,40,40,104,91,55,93,57,8,67,85,24,3,82,82,49,81,81,beerGameOULnoSg,q1d2z6ab
57,40,0,32,40,40,104,91,55,93,89,88,15,85,55,3,54,41,33,81,81,beerGameOULnoSg,0auyyaft
58,40,0,32,40,40,104,91,55,93,17,8,87,85,44,3,82,82,82,81,81,beerGameOULnoSg,1i7n46v8
59,40,0,32,40,40,104,91,55,93,89,88,55,29,64,62,19,81,82,81,57,beerGameOULnoSg,pwz10qc3
60,40,0,32,40,40,104,91,55,93,89,39,87,22,4,83,82,9,82,81,81,beerGameOULnoSg,eyhz28iz
61,40,0,32,40,40,104,91,55,93,89,88,55,19,48,83,24,82,80,80,48,beerGameOULnoSg,ztsxpjur
62,40,0,32,40,40,104,91,55,93,57,8,87,85,4,83,77,25,77,18,81,beerGameOULnoSg,p8otvg9n
63,40,0,32,40,40,104,91,55,93,57,48,71,5,4,43,56,2,21,81,24,beerGameOULnoSg,0tanrp3l
64,40,0,32,40,40,104,91,55,93,89,78,57,13,41,65,63,19,82,81,81,beerGameOULnoSg,1vipmggl
65,40,0,32,40,40,104,91,55,93,67,8,87,75,4,83,82,31,26,81,11,beerGameOULnoSg,b7hpniiw
66,40,0,32,40,40,104,91,55,93,89,88,65,85,60,58,47,71,82,81,81,beerGameOULnoSg,tug1j37z
67,40,0,32,40,40,104,91,55,93,89,88,55,12,49,83,30,82,82,81,81,beerGameOULnoSg,ixvl75tc
68,40,0,32,40,40,104,91,55,93,17,8,87,85,44,31,82,54,82,81,81,beerGameOULnoSg,rdswgmbr
